Swnet_tavg,Lwnet_tavg,Qle_tavg,Qh_tavg,Qg_tavg,Snowf_tavg,Rainf_tavg,Evap_tavg,Qs_tavg,Qsb_tavg,Qsm_tavg,VegT_tavg,BareSoilT_tavg,AvgSurfT_tavg,SWE_tavg,SnowDepth_tavg,ECanop_tavg,TVeg_tavg,ESoil_tavg,CanopInt_tavg,SubSnow_tavg,WaterTableD_tavg,TWS_tavg,GWS_tavg,Wind_f_tavg,Rainf_f_tavg,Tair_f_tavg,Qair_f_tavg,Psurf_f_tavg,SWdown_f_tavg,LWdown_f_tavg,WT_tavg,SoilMoi00_10cm_tavg,SoilTemp00_10cm_tavg,SoilMoi10_40cm_tavg,SoilTemp10_40cm_tavg,SoilMoi40_100cm_tavg,SoilTemp40_100cm_tavg,SoilMoi100_200cm_tavg,SoilTemp100_200cm_tavg,Snowcover_tavg
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
