Date (YYYYMMDD),YYYY,M,D,latitude,longitude,start time (UTC),Jesse Check,Bill add,Notes,New GOES Notes,Julian day,GOES Raw,GOES Images,,,,,,,,
20020521,2002,5,21,30.58,-107.2,2130,x,,,CHH,,,,,,20040414,,,,,
20020522,2002,5,22,31.47,-107.32,2030,x,,,Northern CHH,,,,,,20040417,,,,,
20020522,2002,5,22,30.51,-107.33,2130,x,,,CHH,,,,,,20040418,,,,,
20020523,2002,5,23,31.61,-107.36,1930,x,,,Northern CHH,,,,,,20040419,,,,,
20020602,2002,6,2,37,-105,2130,,,,Southern CO. Cloud coverage - FIRE,,,,,,20040420,,,,,
20020602,2002,6,2,38.5,-105.4,2030,,,,CO - FIRE,,,,,,20040421,,,,,
20020603,2002,6,3,31.39,-107.21,1915,x,,,Northern CHH,02154,x,x,,,20040422,,,,,
20020603,2002,6,3,31.56,-107.34,1915,x,,,Northern CHH,02154,x,x,,,20040422,,,,,
20020607,2002,6,7,38.67,-101.94,1700,,x,,w KS,,,,,,,,,,,
20020607,2002,6,7,38.67,-102.07,1700,,x,,e CO,,,,,,,,,,,
20020608,2002,6,8,38,-112.1,1830,,,,Southern UT - FIRE,,,,,,20040428,,,,,
20020608,2002,6,8,39.09,-109.26,1730,x,,,Eastern UT,,,,,,20040429,,,,,
20020608,2002,6,8,36.89,-110.01,1730,x,,,Northern AZ,,,,,,20040430,,,,,
20020608,2002,6,8,35.83,-111.57,1630,x,,,Northern AZ,,,,,,20040504,,,,,
20020608,2002,6,8,36.48,-109.62,1930,x,,,Northeastern AZ,,,,,,20040507,,,,,
20020608,2002,6,8,35.69,-114.06,2000,x,,,Western AZ,,,,,,20040510,,,,,
20020608,2002,6,8,35.53,-113.9,2000,x,,,Western AZ,,,,,,20040510,,,,,
20020608,2002,6,8,39.89,-118,2230,x,,,Western NV,,,,,,20040511,,,,,
20020609,2002,6,9,39.16,-109.24,1800,x,,,eastern UT,,x,x,,,20040512,,,,,
20020609,2002,6,9,36.72,-110.21,1630,x,,,Northern AZ,,x,x,,,20040512,,,,,
20020609,2002,6,9,36.51,-109.81,1530,x,,,Northern AZ,02160,x,x,,,20040515,,,,,
20020609,2002,6,9,39.1,-105.3,1630,,,,CO - FIRE,02160,x,x,,,20040521,,,,,
20020609,2002,6,9,35.98,-117.68,1630,x,,,Southern CA,,,,,,20040522,,,,,
20020614,2002,6,14,31.48,-107.45,1430,x,,,Northern CHH. Fun plume movement. ,,,,,,20040523,,,,,
20020616,2002,6,16,31.45,-107.35,1630,x,,,Northern CHH,,,,,,20040524,,,,,
20020617,2002,6,17,31.5,-107.24,1630,x,,,Northern CHH,,,,,,20040527,,,,,
20020617,2002,6,17,37.4,-107.5,1930,,,,Southwestern CO. Might be smoke.,,,,,,20040529,,,,,
20020618,2002,6,18,37.4,-107.5,1930,,,,Southwestern CO. Might be smoke.,,,,,,20040606,,,,,
20020618,2002,6,18,31.5,-107.4,1930,,,,Northern CHH,,,,,,,,,,,
20020619,2002,6,19,37.4,-107.5,1930,,,,Southwestern CO. Might be smoke.,,,,,,20040607,,,,,
20020619,2002,6,19,34.1,-110.4,1730,,,,"Central AZ. This is a fire, burns for a number of days after. Not included in dust list. ",,,,,,20040609,,,,,
20020629,2002,6,29,39.4,-109.4,1930,,,,Eastern UT - FIRE,,,,,,20040610,,,,,
20020629,2002,6,29,39.9,-107.3,2030,,,,Western CO - FIRE,,,,,,20040630,,,,,
20020630,2002,6,30,39.3,-109.8,1830,,,,Eastern UT - FIRE,,,,,,20040702,,,,,
20020630,2002,6,30,39.9,-110.9,2330,,,,UT - FIRE,,,,,,20040703,,,,,
20020713,2002,7,13,38,-108.3,2030,,,,Western CO - FIre,,,,,,20040704,,,,,
20020713,2002,7,13,39.3,-109.5,2330,,,,Eastern UT - Fire,,,,,,20040706,,,,,
20020722,2002,7,22,36.1,-118.5,2030,,,,Central CA - FIRE,02203,x,x,,,20040707,,,,,
20020723,2002,7,23,36.1,-118.5,2100,,,,Central CA - FIRE,,,,,,20040708,,,,,
20020803,2002,8,3,,,,,,,"Fires in CA. Later in the month, fires in CO. Confirm that these are not dust. ",,,,,,20040730,,,,,
20020820,2002,8,20,39.96,-118.4,2130,x,,,Western NV,,,,,,20040825,,,,,
20020823,2002,8,23,41,-118.6,2300,x,,,Western NV. Strange movement/shape. ,,,,,,20040912,,,,,
20020825,2002,8,25,42.7,-108.7,2030,,,,WY,,,,,,20040917,,,,,
20020829,2002,8,29,38.84,-111.91,2030,,x,,c UT,,,,,,,,,,,
20020903,2002,9,3,40.89,-119.07,1900,,x,,NW NV,,,,,,,,,,,
20020903,2002,9,3,39.88,-118.54,2230,,x,,NW NV,,,,,,,,,,,
20020903,2002,9,3,41.64,-119.63,1900,,x,,NW NV,,,,,,,,,,,
20020904,2002,9,4,41.67,-119.61,2030,x,,,Northwestern NV,,,,,,20040918,,,,,
20020904,2002,9,4,41.02,-118.86,2030,x,,,Northwestern NV,,,,,,20041022,,,,,
20020904,2002,9,4,40.63,-119.53,2030,x,,,Northwestern NV,,,,,,20041022,,,,,
20020905,2002,9,5,40.65,-119.54,1830,x,,,Northwestern NV,,,,,,20050112,,,,,
20020905,2002,9,5,40.9,-119.04,1830,x,,,Northwestern NV,,,,,,20050112,,,,,
20020905,2002,9,5,41.18,-118.71,1830,x,,,Northwestern NV,,,,,,20050112,,,,,
20020905,2002,9,5,39.9,-118.54,1830,x,,,Northwestern NV,,,,,,20050312,,,,,
20020905,2002,9,5,39.95,-118.28,1830,x,,,Northwestern NV,,,,,,20050312,,,,,
20020917,2002,9,17,36.84,-110.02,1730,x,,,Northern AZ,,,,,,20050313,,,,,
20020923,2002,9,23,34.2,-117.8,1630,,,,Southern CA. Likely a fire. ,,,,,,20050321,,,,,
20020927,2002,9,27,34.6,-118.5,2030,,,,Southern CA,,,,,,20050323,,,,,
20020927,2002,9,27,34.6,-117.3,1930,,,,Southern CA,,,,,,20050324,,,,,
20020927,2002,9,27,37.5,-111.5,1930,,,,Southern UT,,,,,,20050326,,,,,
20020928,2002,9,28,31,-102.2,1830,,,,Western TX,,,,,,20050328,,,,,
20020928,2002,9,28,31.8,-102.5,1830,,,,Western TX,,,,,,20050328,,,,,
20021018,2002,10,18,31.07,-108.44,1930,x,,,Northern CHH,,,,,,20050329,,,,,
20021108,2002,11,8,30.83,-106.68,2000,,x,,CHH,,,,,,,,,,,
20021109,2002,11,9,32.16,-107.47,1830,x,,,Southern NM,,,,,,20050330,,,,,
20021109,2002,11,9,31.51,-107.26,1730,x,,,Northen CHH,,,,,,20050402,,,,,
20021109,2002,11,9,31.05,-107.91,1830,x,,,Northern CHH,,,,,,20050404,,,,,
20021109,2002,11,9,30.82,-106.61,1830,x,,,Northern CHH,,,,,,20050404,,,,,
20021109,2002,11,9,32.18,-101.78,1600,x,,,TX,,,,,,20050405,,,,,
20021109,2002,11,9,32.7,-102.3,1700,,x,,TX,,,,,,,,,,,
20021115,2002,11,15,32,-107.48,1730,x,,,Southern NM,02319,x,x,,,20050408,,,,,
20021115,2002,11,15,31.45,-107.29,1800,x,,,CHH,,x,x,,,20050409,,,,,
20021115,2002,11,15,30.79,-106.61,1900,x,,,CHH,,x,x,,,20050409,,,,,
20021115,2002,11,15,28.53,-106.82,1900,x,,,CHH,,x,x,,,20050409,,,,,
20021115,2002,11,15,28.92,-105.89,2030,x,,,CHH,,,,,,20050410,,,,,
20021125,2002,11,25,35.42,-116.78,1630,x,,,Southern CA,02329,x,x,,,20050413,,,,,
20021125,2002,11,25,35.31,-116.35,1630,x,,,Southern CA,02329,x,x,,,20050413,,,,,
20021125,2002,11,25,34.15,-115.8,1800,x,,,Southern CA,02329,x,x,,,20050413,,,,,
20021125,2002,11,25,34.04,-115.28,1800,x,,,Southern CA,02329,x,x,,,20050413,,,,,
20021125,2002,11,25,34.04,-115.28,2000,x,,,Southern CA,02329,x,x,,,20050413,,,,,
20021217,2002,12,17,31.43,-107.27,1830,x,,,Northern CHH,02351,x,x,,,20050424,,,,,
20021217,2002,12,17,30.98,-107.02,1845,x,,,Northern CHH,02351,x,x,,,20050428,,,,,
20021217,2002,12,17,30.41,-106.53,1845,x,,,CHH,02351,x,x,,,20050429,,,,,
20021217,2002,12,17,29.4,-106.81,1845,x,,,CHH,02351,x,x,,,20050520,,,,,
20021217,2002,12,17,28.57,-106.72,1845,x,,,CHH,02351,x,x,,,20050605,,,,,
20021218,2002,12,18,29.22,-106.98,1730,x,,,CHH,02352,x,x,,,20050620,,,,,
20021218,2002,12,18,28.62,-106.68,1830,x,,,CHH,02352,x,x,,,20050621,,,,,
20021218,2002,12,18,26.89,-103.77,1830,x,,,CHH,,,,,,20050623,,,,,
20021221,2002,12,21,33.26,-102.7,1700,,x,,W TX,,,,,,20050626,,,,,
20021221,2002,12,21,33.34,-102.22,1700,,x,,W TX,,,,,,20050626,,,,,
20021223,2002,12,23,26.75,-103.8,1715,,x,,CHH,,,,,,,,,,,
20021230,2002,12,30,29.3,-105.94,1700,x,,,CHH,,,,,,20050627,,,,,
20021230,2002,12,30,29.47,-106.33,1700,x,,,CHH,,,,,,20050627,,,,,
20021230,2002,12,30,28.93,-105.89,1700,x,,,CHH,,,,,,20050627,,,,,
20021230,2002,12,30,28.57,-106.74,1700,x,,,CHH,,,,,,20050628,,,,,
20021230,2002,12,30,27.95,-103.91,1800,x,,,CHH,,,,,,20050629,,,,,
20021230,2002,12,30,27.47,-103.93,1800,x,,,CHH,,,,,,20050629,,,,,
20021230,2002,12,30,27.4,-103.42,1800,x,,,CHH,,,,,,20050629,,,,,
20021230,2002,12,30,26.72,-103.86,1800,x,,,CHH,,,,,,20050629,,,,,
20021230,2002,12,30,26.68,-104.21,1800,x,,,CHH,,,,,,20050629,,,,,
20021230,2002,12,30,31.03,-103.57,1700,,x,,sw TX,,,,,,,,,,,
,,,,,,,,,,All 2003 1330 - 0030 UTC hourly imagery,,x,x,,,20050630,,,,,
20030101,2003,1,1,32.54,-102.22,1645,x,,,west TX,03001,x,x,,,20050704,,,,,
20030101,2003,1,1,32.16,-101.98,1645,x,,,west TX,03001,x,x,,,20050704,,,,,
20030202,2003,2,2,34.4,-115.6,1730,x,,,Southern CA,03033,x,x,,,20050706,,,,,
20030202,2003,2,2,34.94,-109.7,1830,x,,,AZ,03033,x,x,,,20050725,,,,,
20030202,2003,2,2,36.38,-117.92,1730,x,,,Southern CA,,x,x,,,20050829,,,,,
20030202,2003,2,2,35.86,-118.6,1800,,x,,nw NM,,,,,,,,,,,
20030202,2003,2,2,31.07,-107.84,1730,,x,,Northern CHH,,,,,,,,,,,
20030202,2003,2,2,30.94,-106.82,1800,,x,,Northern CHH,,,,,,,,,,,
20030202,2003,2,2,30.8,-106.64,1800,,x,,Northern CHH,,,,,,,,,,,
20030202,2003,2,2,32.19,-109.76,1730,,x,,SE AZ,,,,,,,,,,,
20030205,2003,2,5,34.45,-115.62,1800,x,,,Southern CA,03036,x,x,,,20050908,,,,,
20030205,2003,2,5,34.92,-116.45,1800,x,,,Southern CA,,,,,,20050918,,,,,
20030209,2003,2,9,33.31,-102.84,1830,x,,,west TX,03040,x,x,,,20051103,,,,,
20030209,2003,2,9,33.9,-102.46,1830,x,,,west TX,03040,x,x,,,20051103,,,,,
20030209,2003,2,9,34.09,-103.06,2000,,x,,E NM,,,,,,,,,,,
20030217,2003,2,17,41.23,-103.09,1700,,x,,W NE,,,,,,,,,,,
20030217,2003,2,17,40.9,-103.17,1700,,x,,E CO,,,,,,,,,,,
20030217,2003,2,17,39.61,-103.06,1700,x,,,Eastern CO,,,,,,20060101,,,,,
20030217,2003,2,17,38.82,-101.98,1800,,x,,W KS,,,,,,20060101,,,,,
20030222,2003,2,22,36.77,-109.97,1730,,x,,ne AZ,,,,,,20060101,,,,,
20030222,2003,2,22,35.86,-108.5,1930,,x,,nw NM,,,,,,20060101,,,,,
20030304,2003,3,4,31.44,-107.3,1830,x,,,Northern CHH,03063,x,x,,,20060116,,,,,
20030304,2003,3,4,31.14,-107.26,1830,x,,,Northern CHH,,,,,,,,,,,
20030304,2003,3,4,30.84,-107.04,1830,x,,,Northern CHH,03063,x,x,,,20060204,,,,,
20030304,2003,3,4,30.58,-106.56,1830,x,,,Northern CHH,,,,,,,,,,,
20030304,2003,3,4,30.37,-106.74,1830,x,,,Northern CHH,,,,,,,,,,,
20030304,2003,3,4,31.96,-107.89,1830,x,,,Northern CHH,,,,,,,,,,,
20030304,2003,3,4,30.62,-107.94,1830,x,,,Northern CHH,,,,,,,,,,,
20030304,2003,3,4,29.22,-106.74,1830,x,,,CHH,,,,,,20060215,,,,,
20030304,2003,3,4,28.56,-106.69,1830,x,,,CHH,,,,,,,,,,,
20030304,2003,3,4,32.67,-102.87,1830,x,,,Western TX,,,,,,20060304,,,,,
20030304,2003,3,4,32.98,-102.46,1830,x,,,Western TX,,,,,,20060304,,,,,
20030304,2003,3,4,33.26,-101.69,1830,x,,,Western TX,,,,,,20060304,,,,,
20030304,2003,3,4,33.4,-101.3,1830,x,,,Western TX,,,,,,20060304,,,,,
20030304,2003,3,4,33.6,-100.9,1830,x,,,Western TX,,,,,,20060304,,,,,
20030304,2003,3,4,31.08,-104.67,1830,x,,,SW TX,,,,,,,,,,,
20030305,2003,3,5,26.68,-103.98,2000,,x,,CHH,,,,,,,,,,,
20030313,2003,3,13,41.2,-118.69,1830,x,,,Northwestern NV,,,,,,20060308,,,,,
20030313,2003,3,13,40.87,-119.11,2030,x,,,Northwestern NV,,,,,,20060310,,,,,
20030313,2003,3,13,40.29,-118.96,2030,x,,,Northwestern NV,,,,,,20060310,,,,,
20030313,2003,3,13,39.89,-118.49,2030,x,,,Northwestern NV,,,,,,20060310,,,,,
20030313,2003,3,13,41.79,-120.1,2030,,x,,NE CA,,,,,,,,,,,
20030313,2003,3,13,41.44,-120.02,2030,,x,,NE CA,,,,,,,,,,,
20030315,2003,3,15,39.82,-118.57,2130,x,,,Western NV,,,,,,20060311,,,,,
20030316,2003,3,16,31.46,-107.31,1700,x,,,Cloud cover. Northern CHH,,,,,,20060312,,,,,
20030316,2003,3,16,29.21,-106.98,1930,x,,,CHH,,,,,,20060315,,,,,
20030316,2003,3,16,28.7,-106.96,1930,x,,,CHH,,,,,,20060318,,,,,
20030317,2003,3,17,31.53,-107.29,2030,x,,,Northern CHH,03076,x,x,,,20060319,,,,,
20030317,2003,3,17,31.04,-103.8,1930,x,,,Western TX,,,,,,20060325,,,,,
20030317,2003,3,17,26.85,-103.78,2030,x,,,CHH,,,,,,20060326,,,,,
20030318,2003,3,18,31.08,-103.65,1745,x,,,Western TX,03077,x,x,,,20060330,,,,,
20030318,2003,3,18,32.11,-101.82,1715,x,,,TX,,x,x,,,20060402,,,,,
20030318,2003,3,18,29.03,-106.06,1730,x,,,CHH,,x,x,,,20060405,,,,,
20030318,2003,3,18,26.89,-103.82,1830,x,,,Cloud cover. CHH,,x,x,,,20060406,,,,,
20030327,2003,3,27,31.68,-108.47,1730,,x,,Southern NM,,,,,,,,,,,
20030327,2003,3,27,31.57,-108.44,1800,,x,,Southern NM,,,,,,,,,,,
20030327,2003,3,27,31.07,-108.52,1930,x,,,Northern CHH,,,,,,20060407,,,,,
20030327,2003,3,27,31.56,-108.09,1830,x,,,Northern CHH,03086,x,x,,,20060414,,,,,
20030327,2003,3,27,31.57,-107.31,1730,x,,,Northern CHH,03086,x,x,,,20060415,,,,,
20030327,2003,3,27,29.22,-107.03,1900,x,,,CHH,03086,x,x,,,20060416,,,,,
20030327,2003,3,27,28.55,-106.69,2000,x,,,CHH,,x,x,,,20060417,,,,,
20030327,2003,3,27,29.31,-107.79,2000,x,,,CHH,,x,x,,,20060417,,,,,
20030328,2003,3,28,31.52,-107.56,1800,x,,,Cool dust movement. Northern CHH,03087,x,x,,,20060423,,,,,
20030328,2003,3,28,30.58,-106.54,1830,x,,,Northern CHH,,,,,,20060427,,,,,
20030402,2003,4,2,36.78,-110.1,1800,x,,,Cloud coverage. Northern AZ,,,,,,,,,,,
20030402,2003,4,2,36.83,-111.49,1800,x,,,Cloud coverage. Northern AZ,03092,x,x,,,20060428,,,,,
20030402,2003,4,2,36,-111.42,1800,x,,,Cloud coverage. AZ,03092,x,x,,,20060505,,,,,
20030402,2003,4,2,35.77,-111.18,1930,x,,,Cloud coverage. AZ,,,,,,20060509,,,,,
20030402,2003,4,2,35.52,-111,1930,x,,,Cloud coverage. AZ,,,,,,20060509,,,,,
20030402,2003,4,2,35.46,-110.81,1930,x,,,Cloud coverage. AZ,,,,,,20060509,,,,,
20030402,2003,4,2,35.39,-110.4,1930,x,,,Cloud coverage. AZ,,,,,,20060509,,,,,
20030402,2003,4,2,35,-110.02,1930,x,,,Cloud coverage. AZ,,,,,,20060509,,,,,
20030402,2003,4,2,35.89,-108.56,1830,x,,,Northwestern NM,,,,,,20060522,,,,,
20030402,2003,4,2,39.85,-118.48,1900,,x,,W NV,,,,,,,,,,,
20030402,2003,4,2,39.06,-113.04,1700,,x,,W UT,,,,,,,,,,,
20030403,2003,4,3,31.41,-107.3,1815,x,,,Northern CHH,03093,x,x,,,20060525,,,,,
20030405,2003,4,5,31.59,-107.23,1900,x,,,Northern CHH,03095,x,x,,,20060527,,,,,
20030405,2003,4,5,35.79,-108.68,1830,x,,,Northwestern NM,,x,x,,,20060531,,,,,
20030405,2003,4,5,31.57,-108.46,1830,,x,,sw NM,,,,,,,,,,,
20030405,2003,4,5,30.63,-107.93,1930,x,,,CHH,,x,x,,,20060612,,,,,
20030405,2003,4,5,30.49,-107.81,1830,,x,,CHH,,,,,,,,,,,
20030405,2003,4,5,30.32,-107.48,1830,,x,,CHH,,,,,,,,,,,
20030405,2003,4,5,30.55,-107.2,1830,,x,,CHH,,,,,,,,,,,
20030405,2003,4,5,30.46,-106.68,1830,,x,,CHH,,,,,,,,,,,
20030405,2003,4,5,29.37,-107.78,1830,x,,,CHH,,,,,,20060613,,,,,
20030405,2003,4,5,29.18,-107.46,1830,x,,,CHH,,,,,,20060613,,,,,
20030405,2003,4,5,29.5,-106.48,1830,x,,,CHH,,,,,,20060615,,,,,
20030408,2003,4,8,31.52,-107.55,1530,x,,,Northern CHH,03098,x,x,,,20060619,,,,,
20030411,2003,4,11,31.54,-107.26,1630,x,,,Northern CHH,03101,x,x,,,20060620,,,,,
20030413,2003,4,13,31.51,-107.22,1930,x,,,Northern CHH,,,,,,20060621,,,,,
20030413,2003,4,13,35.8,-108.67,1830,x,,,Western NM,,,,,,20060711,,,,,
20030415,2003,4,15,32.07,-107.81,1700,x,,,Southern NM,03105,x,x,,,20060712,,,,,
20030415,2003,4,15,31.03,-108.41,1700,x,,,Northern CHH,,,,,,,,,,,
20030415,2003,4,15,31.55,-108.04,1600,x,,,Northern CHH,03105,x,x,,,20060713,,,,,
